stock_code,company_name,sheet,row_index,column,gold_value,auto_value,status,mismatch_reason,missing_reason
001282,三联锻造,股权存量,0,Col9,,三联有限设立时出资结构如下：孙国奉，注册资本175.00万元，出资比例35.00%，出资方式实物（机器设备），出资状态实缴出资；孙国敏，注册资本162.50万元（货币52.50万元+实物100.00万元+债权10.00万元），出资比例32.50%；张松满，注册资本162.50万元（货币57.50万元+实物105.00万元），出资比例32.50%。合计500.00万元。,extra,其他,
001282,三联锻造,股权存量,1,Col0,,30,extra,其他,
001282,三联锻造,股权存量,1,Col1,,2004-06-18设立后,extra,其他,
001282,三联锻造,股权存量,1,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,1,Col4,,500,extra,其他,
001282,三联锻造,股权存量,1,Col5,,孙国敏,extra,其他,
001282,三联锻造,股权存量,1,Col7,,162.5,extra,其他,
001282,三联锻造,股权存量,1,Col8,,32.5,extra,其他,
001282,三联锻造,股权存量,1,Col9,,三联有限设立时出资结构如下：孙国奉，注册资本175.00万元，出资比例35.00%，出资方式实物（机器设备），出资状态实缴出资；孙国敏，注册资本162.50万元（货币52.50万元+实物100.00万元+债权10.00万元），出资比例32.50%；张松满，注册资本162.50万元（货币57.50万元+实物105.00万元），出资比例32.50%。合计500.00万元。,extra,其他,
001282,三联锻造,股权存量,2,Col0,,30,extra,其他,
001282,三联锻造,股权存量,2,Col1,,2004-06-18设立后,extra,其他,
001282,三联锻造,股权存量,2,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,2,Col4,,500,extra,其他,
001282,三联锻造,股权存量,2,Col5,,张松满,extra,其他,
001282,三联锻造,股权存量,2,Col7,,162.5,extra,其他,
001282,三联锻造,股权存量,2,Col8,,32.5,extra,其他,
001282,三联锻造,股权存量,2,Col9,,三联有限设立时出资结构如下：孙国奉，注册资本175.00万元，出资比例35.00%，出资方式实物（机器设备），出资状态实缴出资；孙国敏，注册资本162.50万元（货币52.50万元+实物100.00万元+债权10.00万元），出资比例32.50%；张松满，注册资本162.50万元（货币57.50万元+实物105.00万元），出资比例32.50%。合计500.00万元。,extra,其他,
001282,三联锻造,股权存量,3,Col0,,33,extra,其他,
001282,三联锻造,股权存量,3,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,3,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,3,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,3,Col5,,温州三联锻造有限公司,extra,其他,
001282,三联锻造,股权存量,3,Col7,,620,extra,其他,
001282,三联锻造,股权存量,3,Col8,,31,extra,其他,
001282,三联锻造,股权存量,3,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,4,Col0,,33,extra,其他,
001282,三联锻造,股权存量,4,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,4,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,4,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,4,Col5,,张爱连,extra,其他,
001282,三联锻造,股权存量,4,Col7,,400,extra,其他,
001282,三联锻造,股权存量,4,Col8,,20,extra,其他,
001282,三联锻造,股权存量,4,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,5,Col0,,33,extra,其他,
001282,三联锻造,股权存量,5,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,5,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,5,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,5,Col5,,孙娟丽,extra,其他,
001282,三联锻造,股权存量,5,Col7,,380,extra,其他,
001282,三联锻造,股权存量,5,Col8,,19,extra,其他,
001282,三联锻造,股权存量,5,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,6,Col0,,33,extra,其他,
001282,三联锻造,股权存量,6,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,6,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,6,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,6,Col5,,孙国奉,extra,其他,
001282,三联锻造,股权存量,6,Col7,,275,extra,其他,
001282,三联锻造,股权存量,6,Col8,,13.75,extra,其他,
001282,三联锻造,股权存量,6,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,7,Col0,,33,extra,其他,
001282,三联锻造,股权存量,7,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,7,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,7,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,7,Col5,,孙国敏,extra,其他,
001282,三联锻造,股权存量,7,Col7,,162.5,extra,其他,
001282,三联锻造,股权存量,7,Col8,,8.13,extra,其他,
001282,三联锻造,股权存量,7,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,8,Col0,,33,extra,其他,
001282,三联锻造,股权存量,8,Col1,,2007-12增资后,extra,其他,
001282,三联锻造,股权存量,8,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,8,Col4,,2000,extra,其他,
001282,三联锻造,股权存量,8,Col5,,张松满,extra,其他,
001282,三联锻造,股权存量,8,Col7,,162.5,extra,其他,
001282,三联锻造,股权存量,8,Col8,,8.13,extra,其他,
001282,三联锻造,股权存量,8,Col9,,"三联有限增资1,500万元，其中由温州三联出资620万元，张爱连出资400万元，孙娟丽出资380万元，孙国奉出资100万元。2007年12月，三联有限第一次增资，注册资本：2,000万元。股权结构：温州三联31.00%，张爱连20.00%，孙娟丽19.00%，孙国奉13.75%，孙国敏8.13%，张松满8.13%。",extra,其他,
001282,三联锻造,股权存量,9,Col0,,33,extra,其他,
001282,三联锻造,股权存量,9,Col1,,2014-05增资后,extra,其他,
001282,三联锻造,股权存量,9,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,9,Col4,,5000,extra,其他,
001282,三联锻造,股权存量,9,Col5,,孙国奉,extra,其他,
001282,三联锻造,股权存量,9,Col7,,3325,extra,其他,
001282,三联锻造,股权存量,9,Col8,,66.5,extra,其他,
001282,三联锻造,股权存量,9,Col9,,"三联有限增资3,000万元，其中由孙国奉出资1,995万元，张松满出资1,005万元。2014年5月，三联有限第二次增资，注册资本：5,000万元。股权结构：孙国奉66.50%，张松满33.50%。",extra,其他,
001282,三联锻造,股权存量,10,Col0,,33,extra,其他,
001282,三联锻造,股权存量,10,Col1,,2014-05增资后,extra,其他,
001282,三联锻造,股权存量,10,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,10,Col4,,5000,extra,其他,
001282,三联锻造,股权存量,10,Col5,,张松满,extra,其他,
001282,三联锻造,股权存量,10,Col7,,1675,extra,其他,
001282,三联锻造,股权存量,10,Col8,,33.5,extra,其他,
001282,三联锻造,股权存量,10,Col9,,"三联有限增资3,000万元，其中由孙国奉出资1,995万元，张松满出资1,005万元。2014年5月，三联有限第二次增资，注册资本：5,000万元。股权结构：孙国奉66.50%，张松满33.50%。",extra,其他,
001282,三联锻造,股权存量,11,Col0,,33,extra,其他,
001282,三联锻造,股权存量,11,Col1,,2017-02增资后,extra,其他,
001282,三联锻造,股权存量,11,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,11,Col4,,6150,extra,其他,
001282,三联锻造,股权存量,11,Col5,,孙国奉,extra,其他,
001282,三联锻造,股权存量,11,Col7,,3325,extra,其他,
001282,三联锻造,股权存量,11,Col8,,54.06,extra,其他,
001282,三联锻造,股权存量,11,Col9,,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",extra,其他,
001282,三联锻造,股权存量,12,Col0,,33,extra,其他,
001282,三联锻造,股权存量,12,Col1,,2017-02增资后,extra,其他,
001282,三联锻造,股权存量,12,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,12,Col4,,6150,extra,其他,
001282,三联锻造,股权存量,12,Col5,,张松满,extra,其他,
001282,三联锻造,股权存量,12,Col7,,1675,extra,其他,
001282,三联锻造,股权存量,12,Col8,,27.24,extra,其他,
001282,三联锻造,股权存量,12,Col9,,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",extra,其他,
001282,三联锻造,股权存量,13,Col0,,33,extra,其他,
001282,三联锻造,股权存量,13,Col1,,2017-02增资后,extra,其他,
001282,三联锻造,股权存量,13,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,13,Col4,,6150,extra,其他,
001282,三联锻造,股权存量,13,Col5,,安徽高新同华创业投资基金（有限合伙）,extra,其他,
001282,三联锻造,股权存量,13,Col7,,1150,extra,其他,
001282,三联锻造,股权存量,13,Col8,,18.7,extra,其他,
001282,三联锻造,股权存量,13,Col9,,"三联有限增资1,150万元，由高新同华出资1,150万元。2017年2月，三联有限第三次增资，注册资本：6,150万元。股权结构：孙国奉54.06%，张松满27.24%，高新同华18.70%。",extra,其他,
001282,三联锻造,股权存量,14,Col0,,34,extra,其他,
001282,三联锻造,股权存量,14,Col1,,2017-11增资后,extra,其他,
001282,三联锻造,股权存量,14,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,14,Col4,,8150,extra,其他,
001282,三联锻造,股权存量,14,Col5,,孙国奉,extra,其他,
001282,三联锻造,股权存量,14,Col7,,4655,extra,其他,
001282,三联锻造,股权存量,14,Col8,,57.12,extra,其他,
001282,三联锻造,股权存量,14,Col9,,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",extra,其他,
001282,三联锻造,股权存量,15,Col0,,34,extra,其他,
001282,三联锻造,股权存量,15,Col1,,2017-11增资后,extra,其他,
001282,三联锻造,股权存量,15,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,15,Col4,,8150,extra,其他,
001282,三联锻造,股权存量,15,Col5,,张松满,extra,其他,
001282,三联锻造,股权存量,15,Col7,,2345,extra,其他,
001282,三联锻造,股权存量,15,Col8,,28.77,extra,其他,
001282,三联锻造,股权存量,15,Col9,,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",extra,其他,
001282,三联锻造,股权存量,16,Col0,,34,extra,其他,
001282,三联锻造,股权存量,16,Col1,,2017-11增资后,extra,其他,
001282,三联锻造,股权存量,16,Col2,,有限公司注册资本,extra,其他,
001282,三联锻造,股权存量,16,Col4,,8150,extra,其他,
001282,三联锻造,股权存量,16,Col5,,安徽高新同华创业投资基金（有限合伙）,extra,其他,
001282,三联锻造,股权存量,16,Col7,,1150,extra,其他,
001282,三联锻造,股权存量,16,Col8,,14.11,extra,其他,
001282,三联锻造,股权存量,16,Col9,,"三联有限增资2,000万元，三联有限将未分配利润2,000万元向孙国奉、张松满定向转增注册资本，其中孙国奉定向转增1,330万元，张松满定向转增670万元。2017年11月，三联有限第四次增资，注册资本：8,150万元。股权结构：孙国奉57.12%，张松满28.77%，高新同华14.11%。",extra,其他,
001282,三联锻造,股权存量,17,Col0,,37,extra,其他,
001282,三联锻造,股权存量,17,Col1,,t0/报告期初,extra,其他,
001282,三联锻造,股权存量,17,Col2,,股份公司总股本（发行前）,extra,其他,
001282,三联锻造,股权存量,17,Col3,,8498,extra,其他,
001282,三联锻造,股权存量,17,Col4,,8498,extra,其他,
001282,三联锻造,股权存量,17,Col5,,孙国奉,extra,其他,
001282,三联锻造,股权存量,17,Col6,,2287,extra,其他,
001282,三联锻造,股权存量,17,Col7,,2287,extra,其他,
001282,三联锻造,股权存量,17,Col8,,26.91,extra,其他,
001282,三联锻造,股权存量,17,Col9,,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",extra,其他,
001282,三联锻造,股权存量,18,Col0,,37,extra,其他,
001282,三联锻造,股权存量,18,Col1,,t0/报告期初,extra,其他,
001282,三联锻造,股权存量,18,Col2,,股份公司总股本（发行前）,extra,其他,
001282,三联锻造,股权存量,18,Col3,,8498,extra,其他,
001282,三联锻造,股权存量,18,Col4,,8498,extra,其他,
001282,三联锻造,股权存量,18,Col5,,张一衡,extra,其他,
001282,三联锻造,股权存量,18,Col6,,2275,extra,其他,
001282,三联锻造,股权存量,18,Col7,,2275,extra,其他,
001282,三联锻造,股权存量,18,Col8,,26.77,extra,其他,
001282,三联锻造,股权存量,18,Col9,,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",extra,其他,
001282,三联锻造,股权存量,19,Col0,,37,extra,其他,
001282,三联锻造,股权存量,19,Col1,,t0/报告期初,extra,其他,
001282,三联锻造,股权存量,19,Col2,,股份公司总股本（发行前）,extra,其他,
001282,三联锻造,股权存量,19,Col3,,8498,extra,其他,
001282,三联锻造,股权存量,19,Col4,,8498,extra,其他,
001282,三联锻造,股权存量,19,Col5,,孙国敏,extra,其他,
001282,三联锻造,股权存量,19,Col6,,2275,extra,其他,
001282,三联锻造,股权存量,19,Col7,,2275,extra,其他,
001282,三联锻造,股权存量,19,Col8,,26.77,extra,其他,
001282,三联锻造,股权存量,19,Col9,,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",extra,其他,
001282,三联锻造,股权存量,20,Col0,,37,extra,其他,
001282,三联锻造,股权存量,20,Col1,,t0/报告期初,extra,其他,
001282,三联锻造,股权存量,20,Col2,,股份公司总股本（发行前）,extra,其他,
001282,三联锻造,股权存量,20,Col3,,8498,extra,其他,
001282,三联锻造,股权存量,20,Col4,,8498,extra,其他,
001282,三联锻造,股权存量,20,Col5,,安徽高新同华创业投资基金（有限合伙）,extra,其他,
001282,三联锻造,股权存量,20,Col6,,1150,extra,其他,
001282,三联锻造,股权存量,20,Col7,,1150,extra,其他,
001282,三联锻造,股权存量,20,Col8,,13.53,extra,其他,
001282,三联锻造,股权存量,20,Col9,,"本次增资完成后，公司股本结构如下：孙国奉，持股数量2,287.00万股，持股比例26.91%；张一衡，持股数量2,275.00万股，持股比例26.77%；孙国敏，持股数量2,275.00万股，持股比例26.77%；高新同华，持股数量1,150.00万股，持股比例13.53%；三联合伙，持股数量348.00万股，持股比例4.10%；孙仁豪，持股数量163.00万股，持股比例1.92%。合计8,498.00万股。",extra,其他,
001282,三联锻造,股权存量,21,Col0,,37,extra,其他,
